序号,股票代码,股票简称,每股收益,营业总收入-营业总收入,营业总收入-同比增长,营业总收入-季度环比增长,净利润-净利润,净利润-同比增长,净利润-季度环比增长,每股净资产,净资产收益率,每股经营现金流量,销售毛利率,所处行业,最新公告日期
1216,600234,科新发展,0.0013,150969921.87,17.0716765857,36.2916,351370.81,-98.47,222.6737,1.722105723568,0.08,0.063260857676,15.8496369963,装修装饰Ⅱ,2026-08-25
1217,600231,凌钢股份,-0.29,7818448629.38,5.9752764077,8.7672,-808174704.26,-39.7832984398,31.4726,1.140548774571,-22.16,-0.038828600012,-6.9877196948,普钢,2026-08-25
1218,600226,亨通股份,0.03,1410013373.82,72.328718719,2.3999,91620838.5,-27.83,-72.4242,1.253960023055,2.49,-0.053953781666,8.6452631665,电力,2026-08-25
1219,600221,海航控股,0.0063,35517346000.0,7.3571565541,-7.7377,270165000.0,374.43,-184.3401,0.127119742227,4.98,0.144184123004,2.0581464617,航空机场,2026-08-25
1220,600202,哈空调,-0.1371,453186830.8,-17.4468851515,78.9866,-52538123.66,-587.3968385127,27.9765,2.05893261746,-6.46,-0.395505205746,9.4488894049,通用设备,2026-08-25
1221,600189,泉阳泉,0.054,776671736.49,13.5444394298,29.9174,38731135.56,65.03,185.6722,1.768803711105,3.11,0.295939933818,36.1630726888,饮料乳品,2026-08-25
1222,600179,安通控股,0.1551,4614582797.8,5.2507004321,17.6232,656279681.43,28.14,58.5662,2.956149979421,5.39,0.296077058447,20.0472918737,航运港口,2026-08-25
1223,600178,东安动力,-0.0192,2482246237.28,0.1263151499,71.3868,-8934686.38,-327.86,155.1119,5.465049793188,-0.35,-0.335437432011,5.7957049397,汽车零部件,2026-08-25
1224,600169,ST太重,0.0155,5207679684.0,4.7043551652,-15.6118,51905036.69,6.42,1.7802,1.573817745127,0.99,0.346925214825,17.3483580548,专用设备,2026-08-25
1225,600152,维科技术,-0.0705,837759004.17,31.3455507352,29.6197,-37278281.26,4.7777802595,52.0544,3.075828366056,-2.26,-0.073898110581,12.1190593231,电池,2026-08-25
1226,600143,金发科技,0.2662,34118152153.02,7.8457081608,18.8507,684956197.48,17.02,24.4745,7.345998328598,3.47,0.811099052507,13.1165492149,塑料,2026-08-25
1227,600141,兴发集团,0.71,17451676514.76,19.3705115609,34.1971,835537229.18,14.97,125.5889,20.762066465338,3.45,-0.609537136855,16.4567096784,农化制品,2026-08-25
1228,600137,浪莎股份,0.089,144600285.8,2.2323774789,-3.5194,8689333.06,-17.54,-89.0373,5.602417772801,1.62,-0.357470390954,26.0758561723,服装家纺,2026-08-25
1229,600130,波导股份,0.005,265149956.19,17.2388354493,17.5372,3669153.69,-7.03,-56.4962,1.210069447267,0.39,-0.043992990547,12.338601356,消费电子,2026-08-25
1230,600125,铁龙物流,0.295,5397776328.63,-2.0968059798,11.6401,385223615.85,1.77,-22.0403,6.06228010306,4.929,0.496298561735,11.6191502538,铁路公路,2026-08-25
1231,600123,兰花科创,0.06,4792184737.38,18.3220666654,-1.1814,83110382.03,44.6,502.6682,10.358723973444,0.55,0.190777588026,28.0299202924,煤炭开采,2026-08-25
1232,600121,郑州煤电,-0.2782,1407664198.17,-23.3996976928,-7.8868,-338912616.89,-51.3309969882,26.6618,0.493526568062,-44.04,0.093418938315,12.9299318734,煤炭开采,2026-08-25
1233,600113,浙江东日,0.11,339235996.34,-9.162952917,10.4202,44355684.46,-35.56,4.2697,6.05158310389,1.73,0.643776788661,32.3276188061,一般零售,2026-08-25
1234,600106,重庆路桥,0.06,49203727.75,-12.6297307585,0.8942,76942669.26,-42.07,89.8393,3.975845926719,1.45,0.044749705999,89.5214961635,铁路公路,2026-08-25
1235,600103,青山纸业,0.0181,1233131211.4,1.8989925979,16.7852,40229757.68,-28.26,65.3174,1.777738391749,1.01,0.112241362759,19.4960566205,造纸,2026-08-25
1236,600084,*ST尼雅,0.0068,82936468.48,19.1015023593,-38.0139,7695371.16,1045.98,-58.482,1.134898382216,0.6052,-0.021147983946,54.0234218446,非白酒,2026-08-25
1237,600081,东风科技,0.1616,2856107835.53,-7.9595588176,11.4944,89341383.8,107.49,23.9486,8.441835222138,1.93,0.086227128836,16.8847818136,汽车零部件,2026-08-25
1238,600071,凤凰光学,0.02,786885486.18,3.4529663356,23.3136,6605954.27,-71.67,570.6752,1.843838177801,1.29,0.14849920491,16.9899938222,光学光电子,2026-08-25
1239,600057,厦门象屿,0.28,209045206303.51,2.4991398164,10.898,1065997675.72,3.28,4.4611,5.362937747073,5.04,-4.884125422404,2.5040841725,物流,2026-08-25
1240,600054,黄山旅游,0.1786,988064628.99,5.1124443979,36.8061,130285424.06,2.94,176.2574,6.70057683507,2.7,0.295353030434,42.8225485799,旅游及景区,2026-08-25
1241,600053,*ST九鼎,-0.2033,59890087.04,-25.4839450751,24.6641,-88150655.96,-85.3859760022,-57.693,5.001851380493,-3.98,-0.276832672265,36.1059111762,多元金融,2026-08-25
1242,600051,宁波联合,0.059,281077316.23,-52.2337242417,-11.411,18331536.11,-47.7,140.0402,10.982143719056,0.54,0.359852332669,15.0101355406,综合Ⅱ,2026-08-25
1243,600033,福建高速,0.1854,1441413737.58,-2.9357168739,-3.8735,508792322.3,-6.76,-1.0172,4.552962820562,4.09,0.41493940121,55.8009688329,铁路公路,2026-08-25
1244,430758,四联智能,0.05,60744885.92,-4.8317953329,,5308682.08,258.58,,1.385038180813,3.9,-0.088667455213,33.2283619671,,2026-08-25
1245,430724,芳笛环保,0.12,50929352.42,0.0933357166,,7117301.56,-2.93,,5.341998168394,2.29,-0.161422637893,28.6593325783,,2026-08-25
1246,430716,爱力浦,0.59,189064713.36,87.4964628515,,30030520.43,17797.09,,3.835174100555,16.52,0.288105169833,30.7658086357,,2026-08-25
1247,430706,海芯华夏,0.13,9941166.18,181.7280075623,,3479899.7,205.16,,2.328490673333,5.69,0.288045500741,59.8090867042,,2026-08-25
1248,430704,同智伟业,-0.09,7089248.67,-25.3003404206,,-4933170.67,-36.55,,0.06360634936,-82.97,-0.196966004936,28.42128953,,2026-08-25
1249,430690,ST楚祥,-0.28,54025180.6,-12.4094066776,,-8436222.66,-237.53,,-0.784676962975,,0.247682267769,5.1153114887,,2026-08-25
1250,430686,华盛控股,-0.0147,1266846.67,-62.0495170193,,-887996.77,-59.13,,-0.013690825265,,-0.007111523541,49.3765666211,,2026-08-25
1251,430636,ST优浚,-0.07,4281663.7,3.168659838,,-1467639.14,42.01,,-0.002100801651,,-0.063087237335,17.9993986917,,2026-08-25
1252,430589,银河激光,0.01,4513065.26,-4.8415634098,,263736.51,-51.57,,1.204329505532,0.94,-0.040323985532,61.193085207,,2026-08-25
1253,430588,天松医疗,0.22,39524615.66,-16.7113351263,,10167197.14,-33.3,,3.718697948055,6.16,0.040722549041,63.2679882206,,2026-08-25
1254,430583,国贸酝领,-0.131,42069913.24,0.5006330272,,-4603813.06,-230.46,,0.815092659659,-14.85,0.245972865909,14.0787917394,,2026-08-25
1255,430582,华菱西厨,0.27,243328450.09,2.4284865028,,17442919.52,-46.56,,4.823493002797,5.8,-0.158167280186,25.1065906997,,2026-08-25
1256,430570,蓝星科技,-0.04,14282300.77,96.8599301156,,-5980075.6,22.21,,0.42938783731,-9.9,-0.041711591293,15.108758909,,2026-08-25
1257,430515,麟龙股份,0.14,115659501.9,-3.8282851502,,48793525.03,181.94,,2.809023080007,4.85,0.002114155778,95.8610168543,,2026-08-25
1258,430482,河源富马,1.45,292998008.45,107.768880741,-2.1355,89713079.35,1582.2,-3.498,5.17764375077,31.89,-0.121264752228,44.3073463935,,2026-08-25
1259,430480,辰维科技,-0.07,22028505.79,3.4070923738,,-1881522.16,-182.88,,3.994174252052,-1.77,-0.210394828215,47.8320951064,,2026-08-25
1260,430458,陆海科技,0.09,42254234.6,25.7081516795,,4939935.03,6.72,,2.617844188223,3.38,-0.035628658279,33.4294032864,,2026-08-25
1261,430442,华昊电器,0.25,203270350.73,32.5470143199,,15518248.84,10.35,,1.974883631111,12.73,0.020089339365,16.6269136589,,2026-08-25
1262,430414,三光科技,0.1529,90579007.28,-5.0059849208,,9172737.19,-1.07,,2.559981682333,5.71,0.189169036,34.85045767,,2026-08-25
1263,430409,天泉鑫膜,-0.02,2729967.72,-5.352621144,,-746574.95,-47.24,,0.499589375548,-4.01,0.020963395833,48.5826656588,,2026-08-25
1264,430367,力码科,0.07,65596469.84,40.1968842881,,1509047.53,221.84,,2.393720690985,3.13,0.305613975486,18.9498066136,,2026-08-25
1265,430338,银音科技,0.02,73959246.61,-78.8999816595,,3697626.98,-70.11,,0.28714149762,8.64,-0.063516162979,6.218924828,,2026-08-25
1266,430301,倚天云母,0.01,125053286.93,-0.4285132898,,450524.5,-73.71,,1.186291364268,0.55,0.13725603446,15.3622176767,,2026-08-25
1267,430229,绿岸网络,0.34,124119868.24,8.771679316,,21871319.22,10.04,,7.271905532812,4.56,0.423822995585,46.7791329972,,2026-08-25
1268,430226,奥凯立,0.15,125643521.54,-8.3675066758,,10174985.27,-31.23,,5.791864436035,2.49,-0.130329571635,47.8420377933,,2026-08-25
1269,430224,网动科技,-0.05,10130619.77,74.2035177624,,-1267328.28,61.27,,1.1406456112,-4.35,-0.1777214264,70.0172735829,,2026-08-25
1270,430200,时代地智,-0.59,18361656.64,-9.538179618,,-11865875.6,-54.24,,1.970370311,-26.17,0.247320024,55.3692275121,,2026-08-25
1271,430180,东方瑞威,-0.01,29464977.46,-25.3675015129,,-366130.36,-124.6,,1.9954672166,-0.35,0.0836423964,34.1502295858,,2026-08-25
1272,430176,中教股份,-0.005,7499585.28,8.9741752058,,-273578.37,53.65,,0.000942663684,-141.28,0.033558765165,52.7324122915,,2026-08-25
1273,430157,腾龙电子,0.2812,14611725.46,22.5897722968,,6644427.04,-2.7,,2.416302187937,12.22,0.382072104974,92.5471040844,,2026-08-25
1274,430149,江仪股份,0.28,91949037.53,3.7535431234,,17104312.61,0.12,,3.880241816858,7.13,0.156979180321,48.1784911621,,2026-08-25
1275,430144,煦联得,0.015,104582326.6,49.3058826214,,1149524.68,-3.03,,1.081034069247,1.4,0.101192443059,14.1024608837,,2026-08-25
1276,430124,汉唐自远,0.0037,8694887.71,1.9355913705,,310413.53,17.83,,0.01837436507,22.64,0.009695842802,80.9064229997,,2026-08-25
1277,430102,科若思,-0.02,44299.74,106.3534888617,,-642369.28,-25.23,,0.115116715974,-16.37,-0.011066520128,54.5509973648,,2026-08-25
1278,430084,星和众工,-0.03,176281277.38,8.7941886624,,-3532975.31,70.93,,0.108039413725,-25.44,0.111954425401,12.4364318071,,2026-08-25
1279,430073,兆信股份,0.03,55374500.76,-8.9886826499,,1800677.97,225.6,,3.401926661859,0.75,-0.198443559562,56.0621174438,,2026-08-25
1280,430038,信维科技,-0.09,29603979.41,-37.8768639433,,-5568760.94,-163.05,,1.362751763696,-6.32,-0.147023134083,35.5799676595,,2026-08-25
1281,420008,水仙B3,-0.0014,1193854.05,-78.3564532468,,-342657.68,38.43,,-0.041015742785,,-0.001838524583,56.5744296801,,2026-08-25
1282,400270,龙津5,-0.0167,34690074.59,82.7855380039,,-6673706.68,27.21,,1.086297785568,-1.52,-0.037922793583,15.4843106378,,2026-08-25
1283,400169,江科宏3,-0.19,89372263.4,-57.2372582923,,-225264844.62,-299.54,,-2.335678838068,,-0.100442839104,7.2712979092,,2026-08-25
1284,400065,亚美3,-0.0077,7979403.74,10.3612340272,,-11103389.32,43.64,,-0.21501342864,,-0.000332620668,41.285716544,,2026-08-25
1285,400046,博嘉5,-0.0045,48789270.43,-38.3960355349,,-3738143.92,-11.6,,0.061439688172,-7.13,-0.046690474581,21.4815776043,,2026-08-25
1286,400008,水仙A3,-0.0014,1193854.05,-78.3564532468,,-342657.68,38.43,,-0.041015742785,,-0.001838524583,56.5744296801,,2026-08-25
1287,301707,展芯股份,0.39,326627203.1,-3.9795674834,50.6645,143379393.71,15.2,88.7994,4.206742888432,9.67,0.615094383783,81.9627263067,半导体,2026-08-25
1288,301687,新广益,0.41,319725244.01,2.020824743,14.2501,59577446.99,0.63,26.0641,10.360203036891,3.87,0.305602146612,33.6459877646,塑料,2026-08-25
1289,301680,固德电材,1.36,770707725.43,68.4179604564,15.2541,98689171.97,21.6,1.0399,21.806036370773,7.48,-0.31961192657,27.0964099631,汽车零部件,2026-08-25
1290,301666,大普微,3.28,4722243608.44,531.1701845514,160.554,1333978842.92,477.08,160.6399,8.358912535513,77.43,-1.996417472123,34.9035465253,计算机设备,2026-08-25
1291,301656,联合动力,-0.04,9512354405.87,3.9822351495,22.3117,-88094158.89,-116.05,-381.5071,3.92190327868,-0.92,0.166790477111,12.7949012921,汽车零部件,2026-08-25
1292,301629,矽电股份,-0.15,126567743.49,-30.3055274104,203.3347,-6209329.51,-129.08,140.2882,28.187842118323,-0.52,0.17075648148,32.8852542222,半导体,2026-08-25
1293,301613,新铝时代,0.52,1714297595.99,11.0177113092,-4.2993,74276701.52,-47.01,-71.3922,11.170864380646,4.5,-0.839863489504,14.8416365814,汽车零部件,2026-08-25
1294,301606,绿联科技,1.0387,5820509537.6,50.917613686,8.0153,430980895.55,56.9,-18.6398,8.598385376242,12.12,-0.168735374647,39.1794783486,消费电子,2026-08-25
1295,301603,乔锋智能,2.26,1727766956.38,42.3767631865,38.2678,273286547.02,52.69,58.1231,22.00931009995,10.74,0.596253051673,30.7639439762,通用设备,2026-08-25
1296,301587,中瑞股份,0.1925,431428503.49,35.7311754217,28.5729,28233316.41,70.04,-12.6567,13.595176298619,1.41,0.321533288639,27.3440332884,电池,2026-08-25
1297,301585,蓝宇股份,0.22,256042373.9,21.4607868846,35.4194,23204682.74,-19.04,-30.4758,9.528793312788,2.33,-0.126389116731,28.9593439869,化学制品,2026-08-25
1298,301581,黄山谷捷,0.09,507475160.8,35.3169198294,36.7705,6990458.08,-81.51,-114.5124,12.35559203925,0.69,-0.643392062375,7.4228043695,汽车零部件,2026-08-25
1299,301580,爱迪特,0.7,581761324.51,19.7528971062,25.9695,104514782.34,13.55,73.2041,14.669625007317,4.77,0.253156998404,54.2956384641,医疗器械,2026-08-25
1300,301565,中仑新材,0.17,1278702723.1,26.9828263118,18.7866,68001583.38,63.34,13.906,6.157507672808,2.78,0.574571741581,14.9383744493,塑料,2026-08-25
1301,301538,骏鼎达,0.6842,505033916.12,5.5320748158,23.5047,75097039.92,-20.6,10.1895,13.588407528608,5.1,1.209237121173,38.9130408844,塑料,2026-08-25
1302,301535,浙江华远,0.1,375317612.39,9.2422449235,26.522,44130073.98,-24.38,-38.439,2.780242679561,3.81,0.166592596021,26.1382169479,汽车零部件,2026-08-25
1303,301531,春光集团,0.4093,744525378.61,36.32121854,25.1606,74945776.88,28.09,52.472,6.796483155674,7.29,0.080556074376,22.1440593171,金属新材料,2026-08-25
1304,301517,陕西华达,-0.25,231331925.19,-8.9204929644,91.4299,-37700773.94,-171.48,-35.7347,8.271978441904,-2.89,0.138331802363,28.4891325769,军工电子Ⅱ,2026-08-25
1305,301508,中机认检,0.3727,436970615.49,12.6076998114,29.9354,84269627.22,15.2,69.9471,9.189475687926,4.07,0.607248851805,45.3047895539,专业服务,2026-08-25
1306,301505,苏州规划,-0.13,69426861.91,-32.5343708775,-25.6236,-15154291.19,-400.92,-839.9873,8.246147164994,-1.58,-0.127626331631,16.0831931659,工程咨询服务Ⅱ,2026-08-25
1307,301448,开创电气,0.06,369706186.77,27.3374731467,18.3705,6293428.64,140.8,705.0253,6.654448390057,0.9,0.19452677218,22.5410532531,通用设备,2026-08-25
1308,301446,福事特,0.4192,357002913.32,39.2328600449,21.637,43593626.04,-11.74,-13.4736,11.760319821346,3.6,-0.363175393462,35.3080717851,工程机械,2026-08-25
1309,301418,协昌科技,0.0593,242539108.83,55.6132193906,5.5029,4326088.18,-39.07,-149.0357,21.869923490319,0.27,-0.916034172536,8.1018301357,自动化设备,2026-08-25
1310,301393,昊帆生物,0.66,379224583.0,40.2984563255,20.5655,70746277.49,-6.77,11.5321,22.226940636574,2.98,1.175239458519,35.4121513689,生物制品,2026-08-25
1311,301387,光大同创,-0.1549,884540841.65,17.9577221105,4.2668,-16531878.2,-171.18,-847.9358,15.073936801474,-1.02,-0.552480239763,13.4130372961,消费电子,2026-08-25
1312,301383,天键股份,-0.28,880828044.94,-1.5426743931,21.1807,-45709460.15,-970.09,67.2921,11.873768243093,-2.34,-0.295726555552,12.0251999375,消费电子,2026-08-25
1313,301378,通达海,-0.66,188229755.97,22.8951910789,73.6132,-64169408.63,-45.75,43.7059,12.083761678882,-5.35,-1.225971283126,31.6739552165,软件开发,2026-08-25
1314,301365,矩阵股份,0.15,278877345.68,-6.8937899871,99.7579,27129666.13,-33.01,374.4652,9.745580925459,1.5,0.067028364233,31.5119381267,工程咨询服务Ⅱ,2026-08-25
1315,301362,民爆光电,0.38,892212344.68,9.1495536649,28.1905,55435600.19,-48.24,50.4875,16.797899770116,2.18,0.534411396069,26.1914897562,照明设备Ⅱ,2026-08-25
1316,301359,东南电子,0.15,204323908.24,31.7579827578,90.1113,17959093.85,-16.81,148.2194,6.959847400396,2.09,-0.135414890328,23.0998062373,其他电子Ⅱ,2026-08-25
1317,301349,信德新材,0.4976,832531130.97,63.2711143213,30.7562,70425303.17,617.62,24.9173,19.496155413026,2.55,-0.367093963037,16.0232709202,电池,2026-08-25
1318,301332,德尔玛,0.13,1427956591.83,-15.288158648,19.9211,57444037.24,-16.36,63.8072,6.365746348176,1.93,0.232345647339,31.1805048352,小家电,2026-08-25
1319,301329,信音电子,0.24,628347126.3,43.4145411979,20.2347,41245394.55,24.63,-55.474,9.232084075323,2.61,0.131843112103,21.1575766635,消费电子,2026-08-25
1320,301307,美利信,-0.79,2194552188.06,18.0369849356,14.3217,-165551006.14,-57.75,-109.2601,11.035569226971,-6.86,0.411021784663,7.1737411918,通信设备,2026-08-25
1321,301303,真兰仪表,0.29,804975096.04,4.5612451034,31.1254,118036934.19,-19.87,19.1181,8.435894665753,3.39,-0.217427133121,37.9225398042,通用设备,2026-08-25
1322,301301,川宁生物,0.12,2097724481.88,-10.6813107836,-8.3392,277506523.94,-38.99,50.622,3.57653297564,3.43,0.347334706851,26.305997664,化学制药,2026-08-25
1323,301297,富乐德,0.28,1586441325.59,9.0501945232,9.3485,206699806.13,80.3,13.3004,7.391844739946,3.77,0.199320861791,29.9834444487,半导体,2026-08-25
1324,301287,康力源,0.17,273117288.61,8.2316385193,1.3298,11551577.98,-60.55,-66.6838,17.488535561272,0.98,0.463174092095,31.9790476921,文娱用品,2026-08-25
1325,301285,鸿日达,-0.22,430426709.53,-1.6944598035,-29.0298,-45145278.22,-532.14,-60.8637,4.429306792036,-4.81,-0.017268335946,14.2340412348,消费电子,2026-08-25
1326,301261,恒工精密,0.9831,723549255.75,37.3720394405,27.0369,103686560.31,57.03,-32.6512,18.61923021801,6.48,-0.678600260489,21.4843417217,通用设备,2026-08-25
1327,301258,富士莱,-0.165,185471115.04,-17.1670114578,-0.2762,-14617114.14,-133.93,-328.1226,19.968003444747,-0.79,-0.291672053453,14.0020164889,化学制药,2026-08-25
1328,301225,恒勃股份,0.47,753919455.69,61.1604744793,58.7775,47827749.59,-28.01,-20.1648,15.764704952602,2.99,-0.395497189592,22.9846556183,汽车零部件,2026-08-25
1329,301213,观想科技,-0.0153,49195314.04,19.8473015825,-32.8311,-1716174.67,-220.29,-224.5688,7.03083909814,-0.22,-0.090751285817,66.0229592062,军工电子Ⅱ,2026-08-25
1330,301211,亨迪药业,0.07,247515604.46,5.4297168432,5.9812,30136061.88,62.48,126.924,5.455718736159,1.32,0.078275951173,23.5138410877,化学制药,2026-08-25
1331,301203,国泰环保,0.57,282183413.36,68.9846921561,39.5937,42523709.74,-35.6,28.6381,16.92231525,2.97,-0.40245878725,22.7421224819,环境治理,2026-08-25
1332,301195,北路智控,0.35,439729023.26,-5.3516530372,11.1626,45686167.43,-34.86,-28.0818,18.31764763878,1.86,-0.009337747513,38.941757276,软件开发,2026-08-25
1333,301190,善水科技,0.4147,477183801.71,56.3522880028,31.5222,85159773.14,78.25,24.3416,9.305884618832,4.29,0.179414386509,34.4361208618,化学原料,2026-08-25
1334,301188,力诺药包,0.12,672929491.41,34.9293119661,10.2437,31157397.12,-23.95,-124.0109,7.305540901943,1.74,-0.255271799862,22.656476831,医疗器械,2026-08-25
1335,301175,中科环保,0.1547,1154011897.92,36.0542879504,36.8994,227721761.91,16.03,64.8081,2.581698121301,6.03,0.256951613331,35.7310216171,环境治理,2026-08-25
1336,301161,唯万密封,0.57,444701140.23,15.3516250818,17.6675,68590258.12,42.83,34.3463,8.215223884083,7.11,0.4089625765,42.9267508807,工程机械,2026-08-25
1337,301109,军信股份,0.5507,1558301108.14,5.4515108542,10.4701,427713253.76,6.89,-5.3059,9.404252613635,5.59,0.795411372454,57.3745320465,环境治理,2026-08-25
1338,301101,明月镜片,0.5533,456529256.91,14.3691161372,-4.2778,111072971.69,16.3,-2.1646,8.800681998451,6.17,0.228705612616,55.4898000787,文娱用品,2026-08-25
1339,301099,雅创电子,1.33,6225657278.1,118.678857604,80.8446,243168737.56,495.76,155.389,10.757525953311,16.3,-7.922226037844,12.2969868478,其他电子Ⅱ,2026-08-25
