序号,股票代码,股票简称,每股收益,营业总收入-营业总收入,营业总收入-同比增长,营业总收入-季度环比增长,净利润-净利润,净利润-同比增长,净利润-季度环比增长,每股净资产,净资产收益率,每股经营现金流量,销售毛利率,所处行业,最新公告日期
3205,600459,贵研铂业,0.45,22651848105.94,-23.3550231536,-25.9809,349570955.98,7.63,-42.6293,10.969869589125,4.25,0.871441294567,4.4297279376,小金属,2026-08-21
3206,600452,涪陵电力,0.13,1300600418.75,-8.1721159131,1.4019,206694224.34,23.91,-38.9169,3.722306383137,3.63,0.259538760952,20.5584363826,电力,2026-08-21
3207,600419,天润乳业,0.1719,1450345988.03,3.9320479953,17.5236,54249956.07,348.2113208366,-17.6341,7.845861421281,2.19,0.748537090849,18.2728192498,饮料乳品,2026-08-21
3208,600335,国机汽车,0.1727,15362229515.29,-8.7135074655,22.9659,257589756.89,21.08,4.455,7.828637639725,2.21,-0.31037311919,10.2999557612,汽车服务,2026-08-21
3209,600282,南钢股份,0.2144,31131024593.58,7.5542142067,15.9835,1322092093.77,-9.64,21.4147,4.51528058974,4.71,0.250290665707,13.2275954016,普钢,2026-08-21
3210,600256,广汇能源,0.2,14241034437.76,-9.5674039644,7.6264,1278219929.2,49.81,340.7313,3.909426439987,5.15,0.440295710313,23.9310197785,煤炭开采,2026-08-21
3211,600198,大唐电信,-0.0468,359109602.91,30.5039923522,212.6441,-61024716.44,24.8228339787,106.7288,0.157311100737,-26.37,-0.168993940566,43.3141926753,通信设备,2026-08-21
3212,600187,*ST国中,0.0018,147022377.53,90.8471925098,91.3069,2902908.56,115.847618753,-183.4231,1.82206821299,0.1,-0.008590550183,14.6424141016,环境治理,2026-08-21
3213,600176,中国巨石,0.7391,11158886608.98,22.50258137,11.265,2933304204.75,73.87,31.488,8.282254105706,9.06,0.605467616606,42.1382635808,玻璃玻纤,2026-08-21
3214,600173,卧龙新能,0.02,1155153117.12,-46.2699214443,44.4906,14922387.17,-81.7,-74.843,5.110362406591,0.42,0.674046696392,27.5900901765,房地产开发,2026-08-21
3215,600116,三峡水利,0.2,5069319221.77,3.5332463907,-4.2024,378002426.93,688.61,969.3955,6.037597494847,3.29,0.525953659194,15.7738011437,电力,2026-08-21
3216,600064,南京高科,0.726,1408208446.73,-28.1519676625,32.0721,1255756416.58,-9.07,0.2903,11.499087670686,6.38,0.528083602297,17.7979943824,房地产开发,2026-08-21
3217,600063,皖维高新,0.151,4235890298.85,4.3158343545,17.8192,313306317.59,22.43,30.1446,4.144280519958,3.69,0.240662052516,17.877434267,化学纤维,2026-08-21
3218,600030,中信证券,1.53,49691932907.1,50.0035284024,14.6048,23343231403.68,69.6,28.4939,19.936802095791,7.81,7.126579745139,,证券Ⅱ,2026-08-21
3219,600022,山东钢铁,-0.0028,31805223773.57,-8.2246856215,15.9744,-29595668.15,14.2950564949,186.4251,1.776157446313,-0.16,0.102460349073,8.2159555799,普钢,2026-08-21
3220,430725,九五智驾,0.04,45470037.91,17.8810341996,,1646784.7,43.72,,0.97155010212,4.18,-0.527357809276,49.576541754,,2026-08-21
3221,430709,武汉深蓝,0.003,22334269.5,6.4789968086,,136977.44,105.77,,0.914349086628,0.29,0.017806317442,32.9209762155,,2026-08-21
3222,430675,天跃科技,0.06,214288054.74,-2.129319231,,7434107.43,-0.46,,2.071371603863,2.91,-0.827393953648,16.8043283111,,2026-08-21
3223,430673,天佑铁道,0.0035,26775701.96,-30.6106235115,,107540.61,-70.57,,1.555791543522,0.22,-0.111059834808,36.1652938342,,2026-08-21
3224,430664,联合永道,0.01,140650915.55,-0.7943625535,,305016.19,-83.76,,0.654744755044,0.93,-0.382001452051,16.5697959724,,2026-08-21
3225,430632,希奥信息,0.009,28392640.09,43.2855889535,,410381.63,24.25,,0.225163688987,4.23,0.097540749215,14.8523036485,,2026-08-21
3226,430596,新达通,0.01,12729944.42,2.4148756762,,2464548.94,339.3,,0.858180813989,1.59,0.044556912724,33.8560771187,,2026-08-21
3227,430550,沃克斯,0.65,86862473.98,21.1285303845,,8132108.62,58.04,,2.239397387952,23.08,3.082921927711,18.0006777652,,2026-08-21
3228,430545,星科智能,-0.14,37060403.55,14.3112419483,,-5102093.46,-7.37,,3.494848133151,-3.91,-0.603229654843,43.296884931,,2026-08-21
3229,430525,英诺尔,-0.08,23757192.11,-53.3962628151,,-4199254.13,-165.76,,2.447729943574,-3.31,0.040260308818,38.1740163905,,2026-08-21
3230,430491,蓝斯股份,-0.13,20603271.1,-38.9637144217,,-5947853.35,-93.1,,0.559222570975,-20.25,-0.155737076271,55.3326673452,,2026-08-21
3231,430457,ST三网,-0.1,19169534.54,-63.7163203369,,-5425166.07,9.63,,-0.195705760395,,-0.137421451992,8.5233621431,,2026-08-21
3232,430434,万泉河,-0.02,41247871.5,-58.0126010155,,-700257.48,-272.92,,0.360118758395,-4.26,-0.044773651208,23.6539886913,,2026-08-21
3233,430432,方林科技,0.1401,249880736.61,31.1494012411,,9471339.81,78.99,,5.028536364941,2.76,0.655574556805,16.6863268156,,2026-08-21
3234,430412,晓沃环保,-0.02,1870717.01,-76.6100926839,,-837559.68,1082.88,,0.630006427122,31.81,0.088799141435,45.8779016501,,2026-08-21
3235,430392,斯派克,-0.02,64043326.19,39.8512385475,,-721844.47,-112.84,,4.103273761894,-0.46,-0.113975007663,7.6235865163,,2026-08-21
3236,430358,基美影业,-0.06,62167.84,-90.6701965574,,-19222702.47,-335.41,,0.624490103078,-9.84,-0.024274763196,,,2026-08-21
3237,430346,哇棒传媒,0.0,1168019556.27,-5.5492845225,,-37889.91,-101.43,,7.077931874984,-0.01,-0.831299671802,3.5866101278,,2026-08-21
3238,430326,希文科技,0.19,23148916.22,-32.1864247951,,3914495.03,-67.32,,3.026423668133,6.11,0.521379730694,50.485780971,,2026-08-21
3239,430274,重钢机械,0.29,377934143.81,130.3584081685,,23123555.0,0.69,,5.585259685028,5.29,0.580837105166,20.5277973559,,2026-08-21
3240,430273,永天科技,0.11,59265035.39,-9.6144902294,,3392784.66,3.95,,1.86218147182,5.66,-0.530797025482,25.1133509194,,2026-08-21
3241,430268,恒信启华,-0.03,18365371.16,-7.9252977928,,-844859.36,44.4,,0.965414105455,-2.62,-0.090780593333,48.8905066049,,2026-08-21
3242,430244,ST颂大,-0.0261,13334730.52,-23.6304620836,,-6609013.01,86.22,,-0.349430633065,,0.007674425942,53.834600626,,2026-08-21
3243,430197,津伦股份,-0.1,11452168.97,3.7600303469,,-1560100.39,-24.67,,0.9638837,-10.17,-0.229452968874,25.151330351,,2026-08-21
3244,430172,瑞达恩,0.46,56991875.86,16.2051820398,,8018592.43,-39.88,,7.124672570155,8.58,-2.434545546961,54.9731266031,,2026-08-21
3245,430138,国电武仪,0.23,36627397.55,-9.1881785321,,6192145.36,-30.49,,3.134424381852,6.45,-0.013426161852,48.9255516053,,2026-08-21
3246,430109,中航讯,-0.06,10298702.74,-49.0070692155,,-4492737.95,-231.23,,0.305544495912,-17.94,-0.071115785954,46.9219936918,,2026-08-21
3247,430103,天大清源,-0.34,60343293.14,24.1730047221,,-16854644.63,-81.56,,2.2811850172,-13.76,-0.6974572542,30.7601187541,,2026-08-21
3248,430091,智感科技,-0.04,7585458.32,4.7288716221,,-2294524.97,7.9,,1.190901856197,-3.32,-0.002656561088,71.560534921,,2026-08-21
3249,430076,国基科技,0.1,87645810.19,9.5736124765,,5451977.19,75.12,,4.699958550476,2.11,-0.244174461333,48.8682977967,,2026-08-21
3250,430051,九恒星,-0.15,87302604.68,2.1470523194,,-44738157.18,7.23,,1.159843487267,-11.94,-0.192890805391,29.5239560772,,2026-08-21
3251,430019,新松佳和,-0.13,40703119.74,-24.8213437814,,-3467166.72,-538.41,,6.240568805455,-2.0,-0.184762401455,56.0038069455,,2026-08-21
3252,430014,恒业世纪,-0.01,49758894.92,16.856906879,,-298651.94,84.26,,2.723657277656,-0.16,0.002359227853,46.5318735821,,2026-08-21
3253,400201,海投5,0.0265,23807054.05,18.4143670622,,37921743.74,145.6547816896,,1.767248664729,1.44,-0.006936749869,42.1069501877,,2026-08-21
3254,400096,凯迪5,-0.0016,1193066346.53,15.6046405188,,-15955866.86,81.76,,0.206690719758,-0.77,-0.007199897574,1.6007069662,,2026-08-21
3255,400070,烯碳3,-0.05,181132.08,-12.7272706248,,-55266293.19,65.73,,-1.748734004317,,-0.000324430537,,,2026-08-21
3256,400069,吉恩5,0.08,2201403319.46,30.9520800036,,63760388.66,705.45,,3.980156187115,2.07,-0.40218140592,10.417678446,,2026-08-21
3257,400053,佳纸3,0.0,,,,-749371.86,18.76,,-0.010577277881,,0.000802617193,,,2026-08-21
3258,400051,精密3,0.0,440388.34,-46.1468572509,,-229692.22,93.54,,-2.007381190921,,0.000999661902,,,2026-08-21
3259,400010,鹫峰3,-0.0021,0.0,,,-286550.47,-11.03,,-0.043730337407,,-5.8235926e-05,,,2026-08-21
3260,301609,山大电力,0.2889,303484869.71,8.0471427923,55.5563,47057198.69,-4.61,124.1261,7.758318906741,3.64,0.217980464821,40.111102572,电网设备,2026-08-21
3261,301577,美信科技,-0.43,278730901.7,35.7213168729,6.0307,-18940109.71,-280.24,53.1555,16.218894162938,-2.57,-0.761989401837,20.2609718462,通信设备,2026-08-21
3262,301509,金凯生科,0.25,309328555.12,-11.2152209577,8.8495,30272472.03,-57.81,-18.1123,17.656796781819,1.37,0.369814467679,38.6264701924,医疗服务,2026-08-21
3263,301449,天溯计量,0.55,420909332.92,2.8775865258,63.6146,50536482.29,-9.07,1134.8644,12.701794303706,4.31,0.313962885097,51.1570070533,专业服务,2026-08-21
3264,301286,侨源股份,0.3481,593896899.76,12.2014381189,15.6413,138039451.74,17.56,26.3604,4.820004536366,6.79,0.37238289925,35.9352444905,化学制品,2026-08-21
3265,301252,同星科技,0.3,783280330.36,26.2520187015,27.4437,51239875.82,-25.5,32.2848,8.044765276367,3.79,-0.401037673886,17.4383105749,家电零部件Ⅱ,2026-08-21
3266,301227,森鹰窗业,-0.3,222269240.39,-9.8894643209,112.1177,-38575939.6,-202.59,17.212,12.098305049203,-2.4,0.056074537861,13.4969353597,家居用品,2026-08-21
3267,301223,中荣股份,0.42,1618862385.96,11.5679801705,0.8714,80181642.42,4.36,-12.4214,15.414747932506,2.66,1.338209961126,19.9283430079,包装印刷,2026-08-21
3268,301219,腾远钴业,2.3,6088654714.67,72.3639847635,37.9702,881004221.95,87.82,-34.0966,25.920379426949,8.99,-0.534202855311,25.818614191,能源金属,2026-08-21
3269,301210,金杨精密,0.33,1176728536.78,59.5724299589,17.3499,53494150.31,177.7,10.0448,11.779751871896,2.78,-0.030274361753,14.0186653237,电池,2026-08-21
3270,301200,大族数控,2.06,4984920813.21,109.2892528466,54.9632,956862424.74,263.45,96.3176,24.636008522348,9.73,-2.19816735351,35.1450283133,专用设备,2026-08-21
3271,301171,易点天下,0.13,2232345502.86,28.5355614903,14.2712,78451479.7,-45.34,323.4696,6.163647742468,2.1,0.211521677149,13.8672277944,广告营销,2026-08-21
3272,301097,天益医疗,0.27,338262037.04,48.8066833378,6.4244,16117722.12,69.96,-26.5933,12.472266138286,1.41,-0.11843540167,46.7839400202,医疗器械,2026-08-21
3273,301033,迈普医学,0.85,189801626.51,20.2968845526,42.2087,56580533.57,19.62,73.1329,12.102773711917,6.9,0.718909188598,78.9624766267,医疗器械,2026-08-21
3274,301028,鼎熔岩,0.35,743223305.5,18.6916362052,21.748,133507792.88,6.57,29.0386,4.559071055306,7.79,0.26220947754,29.8824825495,通用设备,2026-08-21
3275,301026,浩通科技,0.6588,2749463267.29,104.1461053976,-46.3712,145819034.66,73.41,27.3342,7.812234286032,8.52,1.718259026737,5.4975624682,小金属,2026-08-21
3276,300979,华利集团,0.82,10925079226.28,-13.7098475083,53.2139,952538106.86,-42.98,48.0306,13.227589398226,5.86,0.434619364653,17.7271468132,纺织制造,2026-08-21
3277,300958,建工修复,0.01,220306884.56,-32.2965545387,52.7276,2014269.71,105.76,209.5773,7.860114572553,0.16,0.087662065152,12.2760502578,环境治理,2026-08-21
3278,300927,江天化学,0.4116,961690396.53,27.7583965007,48.2628,59411953.72,22955.37,261.019,7.074605291701,5.95,0.358875286783,12.7282203723,化学原料,2026-08-21
3279,300917,特发服务,0.379,1503398552.08,7.904745634,5.6076,64058028.9,8.31,-4.7674,7.152793025858,5.01,0.186230063905,11.3466084335,房地产服务,2026-08-21
3280,300896,爱美客,1.97,1215744506.39,-6.4223448786,-8.1714,593373651.11,-24.84,-1.0502,26.145424343503,7.62,1.767723553031,92.4903062699,医疗美容,2026-08-21
3281,300895,铜牛信息,-0.2612,108268246.76,3.4055251903,-10.3161,-36773157.57,-2.67,-44.9132,5.156896540902,-4.94,-0.083463344564,-6.1548524239,IT服务Ⅱ,2026-08-21
3282,300886,华业香料,0.0913,225032837.99,17.2497873894,-0.3759,6832640.76,-67.46,-44.0355,7.982123206289,1.15,0.684700975798,19.9577854331,化学制品,2026-08-21
3283,300876,蒙泰高新,-0.1102,256854446.72,5.4239621879,14.7781,-16696582.52,50.6,4.5541,6.661124667857,-1.65,0.051194651158,5.919182017,化学纤维,2026-08-21
3284,300872,天阳科技,0.12,963875042.73,-3.2890033532,16.2116,60017096.85,17.59,595.9073,7.325527197501,1.63,-0.698423968608,24.6748140689,IT服务Ⅱ,2026-08-21
3285,300821,东岳硅材,0.36,2664979840.74,14.4999382776,12.1923,428783299.03,916.22,20.9842,4.450329766692,8.34,0.148249288233,22.5019641805,化学制品,2026-08-21
3286,300800,力合科技,0.09,410001529.14,13.9687384575,38.3462,20979406.13,39.19,-59.3954,8.634580388581,1.02,-0.664140256252,35.767991875,环保设备Ⅱ,2026-08-21
3287,300759,康龙化成,0.4138,7595423821.51,17.9239536081,12.2561,750194149.88,6.96,23.6987,8.898339872193,4.61,0.590352465678,32.7097382917,医疗服务,2026-08-21
3288,300748,金力永磁,0.34,4649284465.03,32.5700964295,28.3741,462235981.25,51.58,39.7814,5.55339872872,5.94,0.876624118187,21.726013436,金属新材料,2026-08-21
3289,300711,广哈通信,0.0442,251653726.35,29.5839871465,139.9888,11703276.0,-52.11,341.0536,5.351896275087,1.0,-0.232683372014,54.9244566789,通信设备,2026-08-21
3290,300694,蠡湖股份,0.13,621025609.69,-7.7966637378,13.203,27422321.75,99.3,-15.5407,6.949970515277,1.82,-0.026423392614,18.7170172109,汽车零部件,2026-08-21
3291,300665,飞鹿股份,-0.1019,207707913.28,-12.7576760455,56.7144,-22489768.16,41.83,-176.0185,1.909676450972,-5.65,0.163114660871,10.2047857327,化学制品,2026-08-21
3292,300657,弘信电子,0.26,3375792103.59,-3.3783486834,8.8344,123961305.68,129.59,126.9125,3.239545348206,8.91,-0.969708802091,13.1842608245,元件,2026-08-21
3293,300612,宣亚国际,-0.18,119403504.52,-38.0171996734,79.7453,-33355283.75,-276.12,30.7437,2.403439553265,-7.74,-0.164323332699,16.2413897381,广告营销,2026-08-21
3294,300607,拓斯达,0.22,1288243896.1,18.6144367208,39.5917,104294455.97,262.99,16.9038,6.209489576684,3.57,0.308022822146,31.1158639636,自动化设备,2026-08-21
3295,300558,贝达药业,0.72,1975927792.57,14.12228548,-9.9769,302134274.28,115.97,-71.9319,15.74828621602,4.61,0.980048814566,76.4346712202,化学制药,2026-08-21
3296,300515,三德科技,0.4364,297602408.54,19.5987875703,32.9746,87613469.29,42.8,64.4404,4.563083692021,9.11,0.119988335273,57.52754683,通用设备,2026-08-21
3297,300484,蓝海华腾,0.0833,194198889.54,-19.1073955155,-3.6067,17259796.17,-58.02,-54.2289,3.245619614807,2.5,0.314774005606,33.8186834207,自动化设备,2026-08-21
3298,300474,景嘉微,-0.21,334190945.34,72.9550636314,197.163,-107943481.2,-23.21,7.5438,12.966510133115,-1.58,-0.623954982555,55.4964806845,军工电子Ⅱ,2026-08-21
3299,300402,宝色股份,0.114,706576434.51,-3.6499661581,-14.6177,28142869.45,-11.91,-25.1134,6.138844814474,1.86,-0.548346294428,19.9901316208,通用设备,2026-08-21
3300,300399,天利科技,0.07,276971121.51,19.9129510339,19.3753,12904724.29,60.9,490.5762,2.565191084615,2.49,-1.32115974752,15.3289758978,IT服务Ⅱ,2026-08-21
3301,300395,菲利华,0.5656,1307833466.33,44.0592363283,10.3529,294779713.29,32.95,5.1051,9.96254601183,6.1,0.259175212016,50.1135854681,航空装备Ⅱ,2026-08-21
3302,300386,飞天诚信,-0.15,265352471.12,-26.8488482967,48.5512,-60673767.94,-1101.0,-17.4906,3.350857151568,-4.22,-0.362505513511,38.6860340312,计算机设备,2026-08-21
3303,300332,天壕能源,0.0841,1406841432.84,2.5432324719,-12.4225,71999591.82,4.33,69.9561,4.541591946732,1.81,0.559204922895,16.7138165682,燃气Ⅱ,2026-08-21
3304,300315,掌趣科技,0.01,333826977.96,-6.7542484212,-19.3993,36258443.75,-24.13,-132.9678,1.697430751289,0.78,-0.026988954277,76.9306103028,游戏Ⅱ,2026-08-21
3305,300314,戴维医疗,0.0836,251904726.04,0.2578766692,23.3239,24087957.38,-52.75,43.6617,4.278140021354,1.94,0.012565126215,50.3097691307,医疗器械,2026-08-21
3306,300304,云意电气,0.21,1092119991.8,-0.5160925762,23.8224,167554697.98,-24.4,38.2281,3.964021500875,4.84,0.134824603949,31.3103749998,汽车零部件,2026-08-21
3307,300250,初灵信息,0.01,115547858.61,0.8527247175,39.3163,1859542.26,-46.05,277.3987,2.604346164979,0.33,-0.096412007488,43.7714252072,IT服务Ⅱ,2026-08-21
3308,300244,迪安诊断,0.3802,4773379012.31,-3.3040915187,12.4372,232354793.03,2160.87,160.9433,10.379801917995,3.59,0.415056593926,30.1204817795,医疗服务,2026-08-21
3309,300236,上海新阳,0.6823,1198578622.96,33.6730119364,7.6117,213229671.5,59.96,5.6392,21.790409483944,4.05,0.594271076056,42.2934801497,电子化学品Ⅱ,2026-08-21
3310,300233,金城医药,0.37,1447244579.85,6.3962155636,-7.1425,138873498.2,220.11,40.2884,9.759523116595,3.72,0.504787901993,35.3623620171,化学制药,2026-08-21
3311,300214,日科化学,0.0651,1905536476.8,-2.6332095845,8.7211,30272680.44,2518.58,1257.0424,5.221311110524,1.26,0.167833873978,7.8172228096,化学制品,2026-08-21
3312,300200,高盟新材,0.13,695410641.12,16.4797897673,9.8092,52310263.14,-31.73,12.3049,3.773655447318,3.17,-0.054543032102,21.9142668186,化学制品,2026-08-21
3313,300199,翰宇药业,0.27,688286621.3,25.270089932,30.0839,236700162.04,62.72,-14.809,0.962635876725,32.33,0.345839061647,62.9136689846,化学制药,2026-08-21
3314,300151,昌红科技,0.04,459923141.79,-7.5808657254,-7.9623,20184576.45,-34.63,-80.9478,2.876733295268,1.24,0.097595836896,26.5008982578,专用设备,2026-08-21
3315,300133,华策影视,0.09,685497845.82,-13.224655098,-25.5661,166852068.96,41.98,5.3327,3.963399246678,2.27,-0.111848443901,40.7986768033,影视院线,2026-08-21
3316,300078,思创智联,-0.02,189872044.47,-65.1625997541,8.5268,-23087328.17,55.46,-54.0386,0.439674909609,-4.59,-0.067286674417,24.8432703306,IT服务Ⅱ,2026-08-21
3317,300046,台基股份,0.142,218536643.13,22.2323997991,38.968,33590585.7,-15.45,46.1151,4.793769331426,2.91,0.067862111153,25.661546822,半导体,2026-08-21
3318,300041,回天新材,0.2983,2366494887.98,9.1317847586,3.4095,166889469.06,17.1,-0.8988,5.430103949957,5.27,0.019955609912,23.1204706665,化学制品,2026-08-21
3319,300037,新宙邦,1.31,7462553989.37,75.661099978,22.0225,983809390.12,103.33,4.7501,14.856697785664,8.82,1.494568347515,23.914176868,电池,2026-08-21
3320,300006,莱美药业,-0.0222,350442837.47,-7.0921014482,-7.671,-23417471.67,25.368132002,44.0154,1.639471799989,-1.34,0.022557689621,51.9034699334,化学制药,2026-08-21
3321,200869,张裕B,0.21,1572704753.0,6.9448001129,-20.9019,140515805.0,-24.29,-105.381,15.636331582907,1.35,0.636351730794,58.370101079,非白酒,2026-08-21
3322,200570,苏常柴B,0.1489,1669786673.48,6.9562501916,-22.6986,105059653.98,43.09,-58.7811,5.017963906226,3.0,-0.190883779442,14.8674483293,汽车零部件,2026-08-21
3323,200026,飞亚达B,0.2477,1840480340.48,3.1583092076,-13.9706,100504370.41,21.9,-45.562,8.328962658706,2.98,0.946295417474,35.0059440756,饰品,2026-08-21
3324,003036,泰坦股份,0.14,821947787.96,20.4829683596,15.4308,30666595.49,-15.38,-50.4872,6.561926580947,2.06,-1.066936704076,15.328737839,专用设备,2026-08-21
3325,002971,和远气体,0.17,855030348.43,6.1246485901,18.1102,35986552.77,-26.82,-0.5638,10.122408940439,1.99,0.738762450421,20.6411020736,化学制品,2026-08-21
3326,002967,广电计量,0.2,1685680855.06,14.0321381596,36.3754,121804805.52,25.16,519.4202,7.695588636428,2.59,0.192776851049,43.5686448289,专业服务,2026-08-21
3327,002927,泰永长征,0.09,422823578.97,-5.5620239391,18.8611,20439045.31,-18.97,-9.2157,4.555436275545,2.03,0.023093970138,25.0136350432,电网设备,2026-08-21
3328,002923,润都股份,0.12,708886648.62,29.3430766094,3.2888,40751012.77,212.59,61.1605,3.222364075642,3.85,0.21712422476,43.8673462246,化学制药,2026-08-21
3329,002922,伊戈尔,0.27,2683797265.14,8.791677514,10.3959,111787202.78,6.91,-37.2203,8.892603518144,3.06,-0.05389518593,19.7506367592,其他电子Ⅱ,2026-08-21
3330,002907,华森制药,0.1508,413550709.65,-6.4180729989,-4.7879,62984195.42,16.74,-7.9211,4.161383629981,3.66,0.130895655535,59.2618302378,中药Ⅱ,2026-08-21
3331,002890,弘宇股份,0.0523,183501696.42,5.7222104347,-22.6566,8883582.81,6.27,-39.411,3.559212521478,1.47,-0.01883945528,17.7485752968,专用设备,2026-08-21
3332,002845,同兴达,0.03,5084003392.69,6.0436117837,31.9705,10483022.38,136.15,224.6206,7.690967342423,0.42,-1.600045430232,8.7026269547,光学光电子,2026-08-21
3333,002829,星网宇达,0.54,92974316.51,-37.2369163375,-25.5751,111269470.03,799.66,619.3443,8.127427469905,6.82,-0.370612677885,29.4836224228,航天装备Ⅱ,2026-08-21
3334,002807,江阴银行,0.3198,2448630000.0,1.98,0.921,865791000.0,2.34,36.2902,7.496804469901,4.32,3.753104303107,,银行Ⅱ,2026-08-21
3335,002802,洪汇新材,0.16,222615513.39,13.1707024403,37.8216,28700138.11,34.45,24.5016,3.594131049703,4.4,0.090027312564,26.1607436711,化学制品,2026-08-21
3336,002793,罗欣药业,0.0467,1147454455.61,6.5177822451,-3.0886,49934125.4,182.19,6.7659,1.035575726645,4.46,0.285225115017,60.530268516,化学制药,2026-08-21
3337,002769,普路通,0.04,73674604.89,-81.0118901254,-83.4479,16174187.37,-51.46,233.7087,3.173426280209,1.36,-0.48463197984,62.5276512969,物流,2026-08-21
3338,002763,汇洁股份,0.34,1526639580.13,-2.6392201186,0.9852,137625807.27,15.06,-49.9423,3.918063598789,7.59,0.714458977737,69.4232132295,服装家纺,2026-08-21
3339,002761,浙江建投,0.1714,36284188937.77,-9.6022347598,-8.6184,249408779.63,49.27,-114.5635,6.413283614835,2.68,-1.730076920031,5.3271549836,房屋建设Ⅱ,2026-08-21
3340,002759,ST天际,0.45,2254417697.49,111.1094950144,27.708,225880026.51,531.39,-85.4869,7.010958481258,6.64,-0.04201656298,27.7550661027,电池,2026-08-21
3341,002728,特一药业,0.06,393321980.2,-19.91699341,-12.5893,31108115.76,-18.15,-79.2539,3.466972214862,1.69,0.166353409079,56.9226466205,中药Ⅱ,2026-08-21
3342,002716,湖南白银,0.0595,8719289198.18,92.536588686,72.653,168142358.52,170.34,-91.8881,1.440159813257,4.36,-0.487904919791,6.6180554885,贵金属,2026-08-21
3343,002714,牧原股份,-1.1,59410306384.59,-22.3016379839,-1.2612,-6077653278.94,-157.72,-300.2837,13.713760036045,-7.48,-0.385184461204,-1.5756373647,养殖业,2026-08-21
3344,002709,天赐材料,1.41,14709500811.92,109.2767908568,20.4174,2860942286.52,967.91,-27.0712,9.949974480802,15.0,0.194859968392,33.5497255866,电池,2026-08-21
3345,002695,煌上煌,0.154,1225588202.02,24.534169596,37.6137,86259342.84,12.14,-10.8705,4.996552698448,3.08,0.342256329535,28.08391357,休闲食品,2026-08-21
3346,002691,*ST冀凯,-0.166,101240697.56,-14.1317167676,86.4754,-56522823.38,-87.54,-18.4369,2.306867178794,-6.96,-0.200415707471,9.5538641704,专用设备,2026-08-21
3347,002687,乔治白,0.02,520255232.06,-0.6538995947,-5.0474,11646092.0,-20.01,-94.8927,3.018777912909,0.75,-0.44222802073,44.690186359,服装家纺,2026-08-21
3348,002632,道明光学,0.1406,636787656.79,-13.1967901101,17.9098,87847432.43,-22.97,14.284,3.470820476203,3.97,0.173995333983,32.9970266163,塑料,2026-08-21
3349,002628,成都路桥,-0.04,299240904.87,-10.3286527311,144.9283,-32927758.95,-45.44,-444.3995,3.668275968532,-1.18,0.086841398086,2.4430236846,基础建设,2026-08-21
3350,002589,瑞康医药,0.0074,3414747352.56,-3.6340372127,-0.0128,11135298.13,-38.7,-92.643,3.527989497443,0.21,0.032376935137,11.3729947417,医药商业,2026-08-21
3351,002578,闽发铝业,-0.0026,967622826.82,24.7833796698,68.7775,-2430455.07,-182.79,-223.0698,1.592143299956,-0.16,-0.171047473614,5.2657969477,工业金属,2026-08-21
3352,002561,徐家汇,-0.06,179291868.22,-5.3652766405,-5.7062,-24964400.9,-635.18,-3922.4657,5.156004526232,-1.16,0.017406869587,59.8053527606,一般零售,2026-08-21
3353,002560,通达股份,0.0355,3920638789.18,8.3751285266,43.9907,26100795.88,-57.82,-109.7095,3.643855323259,0.96,-0.656953141273,6.3467166658,电网设备,2026-08-21
3354,002536,飞龙股份,0.13,2205529320.7,2.0349039544,5.6932,75709903.08,-64.02,-69.0932,5.793038432774,0.26,0.218840165836,20.4916289459,汽车零部件,2026-08-21
3355,002529,海源复材,-0.1869,175559787.84,-13.3232372224,-37.0019,-48598559.0,24.87,-39.33,0.219334912885,-61.9,-0.2708165895,-0.3368175693,专用设备,2026-08-21
3356,002511,中顺洁柔,0.18,4409676807.03,1.8493099148,0.6363,225433358.37,50.13,19.5929,4.303962305847,4.07,0.270594362949,34.6927851914,个护用品,2026-08-21
3357,002496,辉丰股份,0.0124,258015802.88,74.8724993589,39.8861,18712878.05,63.21,3036.9845,0.862091005874,1.67,-0.001148502538,5.4970468986,农化制品,2026-08-21
3358,002484,江海股份,0.4552,3150759750.0,16.96473698,27.7077,383312921.32,6.92,36.6017,7.706010545352,5.91,0.464705260178,25.184486291,元件,2026-08-21
3359,002469,三维化学,0.0547,1026861448.84,-17.7728642959,21.4716,35512953.49,-70.49,3887.321,3.944454064846,1.34,-0.285198246954,14.9543179913,化学原料,2026-08-21
3360,002443,金洲管道,0.1648,2055065034.27,1.7582644035,19.6431,85750356.42,48.29,14.8292,6.557602431242,2.45,0.107574746369,12.6524995581,特钢Ⅱ,2026-08-21
3361,002436,兴森科技,0.07,4037832294.13,17.8632006098,22.0826,110507734.74,283.27,389.5414,3.317413604573,2.03,0.001671454203,20.954878135,元件,2026-08-21
3362,002429,兆驰股份,0.09,9179812725.91,8.2169687086,19.6042,391175622.41,-40.86,-13.3986,3.684351587496,2.24,-0.144188526474,13.8674339275,黑色家电,2026-08-21
3363,002416,爱施德,0.0375,30754561793.22,21.2226513627,-1.2595,46462486.28,-79.03,-163.688,4.259127882121,0.8,-1.492665700532,5.3112996671,专业连锁Ⅱ,2026-08-21
3364,002397,梦洁股份,0.05,762578483.97,2.6374350736,11.3761,34015856.28,41.9,14.8302,1.673348843173,2.77,0.080150248727,39.3508983531,服装家纺,2026-08-21
